번호,사업장명,소재지전체주소,도로명전체주소,개업일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,급수시설구분명,남성종사자수,년도,다중이용업소여부,등급구분명,시설총규모,여성종사자수,영업장주변구분명,위생업종명,위생업태명,총종업원수,전화번호,위치정보(X),위치정보(Y),상세영업상태명
560,제일,서울특별시 강남구 대치동 937-0번지 그랜드백화   22호,"서울특별시 강남구 도곡로 401, 22호 (대치동,그랜드백화)",19880902,운영중,,,,,16.00,135998,상수도전용,0,1988,N,지도,16,1,주택가주변,휴게음식점,백화점,1,02 8155551,204783.36435600000  ,444196.72754400000  ,영업
561,무역센타현대백화점,서울특별시 강남구 삼성동 159-1번지 한무쇼핑    1호,"서울특별시 강남구 영동대로 511, 1호 (삼성동,한무쇼핑)",19880907,운영중,,,,,22.10,135090,상수도전용,1,1988,N,지도,22.1,0,주택가주변,휴게음식점,백화점,1,02 5522233,205395.31279900000  ,445655.35095800000  ,영업
562,주식회사 머시주스,서울특별시 강남구 압구정동 494번지 ,"서울특별시 강남구 압구정로 343, 지하1층 (압구정동, 한화갤러리아)",20150323,운영중,,,,,9.92,135906,,,2015,N,,13.2,,,휴게음식점,백화점,,02  547 3595,203540.83196500000  ,447666.62184300000  ,영업
563,프라자,서울특별시 강남구 삼성동 159-1번지 ,서울특별시 강남구 영동대로 511 (삼성동),19891013,운영중,,,,,8.19,135090,상수도전용,4,1989,N,자율,8.19,4,유흥업소밀집지역,휴게음식점,백화점,8,0205901205,205395.31279900000  ,445655.35095800000  ,영업
564,청냉면,서울특별시 강남구 논현동 119-0번지 지하1층 ,"서울특별시 강남구 학동로 343 (논현동,지하1층)",19931118,운영중,,,,,28.12,135820,상수도전용,0,1993,N,기타,28.12,0,기타,휴게음식점,백화점,0,0205943167,203590.27057000000  ,446440.65403100000  ,영업
565,콜롬보,서울특별시 강남구 압구정동 494-0번지 ,서울특별시 강남구 압구정로 343 (압구정동),19970811,운영중,,,,,9.75,135906,상수도전용,0,1997,N,자율,9.75,0,기타,휴게음식점,백화점,0,0234494061,203540.83196500000  ,447666.62184300000  ,영업
566,현대백화점,서울특별시 강남구 압구정동 429-0번지 ,서울특별시 강남구 압구정로 165 (압구정동),19981220,운영중,,,,,89.64,135900,상수도전용,0,1998,N,기타,89.64,0,아파트지역,휴게음식점,백화점,0,02 5472233,202425.36340700000  ,447541.58378500000  ,영업
567,(주)현대백화점,서울특별시 강남구 압구정동 429-0번지 ,서울특별시 강남구 압구정로 165 (압구정동),19990615,운영중,,,,,82.96,135900,상수도전용,0,1999,N,자율,82.96,0,기타,휴게음식점,백화점,0,0234495591,202425.36340700000  ,447541.58378500000  ,영업
568,대왕찹쌀순대,서울특별시 강남구 대치동 937-0번지 (지하1층) ,"서울특별시 강남구 도곡로 401 (대치동,(지하1층))",20000615,운영중,,,,,16.26,135998,,0,2000,N,자율,16.26,0,기타,휴게음식점,백화점,0,0234524590,204783.36435600000  ,444196.72754400000  ,영업
569,한양튀김.전,서울특별시 강남구 대치동 937-0번지 (지하1층) ,"서울특별시 강남구 도곡로 401 (대치동,(지하1층))",20000615,운영중,,,,,16.96,135998,,0,2000,N,자율,16.96,0,기타,휴게음식점,백화점,0,02 5384612,204783.36435600000  ,444196.72754400000  ,영업
570,신풍,서울특별시 강남구 대치동 937-0번지 (지하1층) ,"서울특별시 강남구 도곡로 401 (대치동,(지하1층))",20000615,운영중,,,,,17.85,135998,상수도전용,0,2000,N,자율,17.85,0,기타,휴게음식점,백화점,0,02 5397602,204783.36435600000  ,444196.72754400000  ,영업
571,옛날손짜장,서울특별시 강남구 대치동 937-0번지 (지하1층) ,"서울특별시 강남구 도곡로 401 (대치동,(지하1층))",20000615,운영중,,,,,16.96,135998,상수도전용,0,2000,N,자율,16.96,0,기타,휴게음식점,백화점,0,02,204783.36435600000  ,444196.72754400000  ,영업
572,주영김밥,서울특별시 강남구 압구정동 429-0번지 현대백화점지하1층 ,"서울특별시 강남구 압구정로 165 (압구정동,현대백화점지하1층)",20030820,운영중,,,,,9.91,135900,상수도전용,0,2003,N,자율,9.91,0,기타,휴게음식점,백화점,0,,202425.36340700000  ,447541.58378500000  ,영업
573,경주빵(주)삼오물산,서울특별시 강남구 삼성동 159-7번지 지하1층 ,"서울특별시 강남구 테헤란로 517 (삼성동,지하1층)",20040329,운영중,,,,,6.61,135090,상수도전용,0,2004,N,자율,6.61,0,기타,휴게음식점,백화점,0,,205284.14694200000  ,445461.97226000000  ,영업
574,샹하이델리,서울특별시 강남구 압구정동 429-0번지 현대백화점지하1층 ,"서울특별시 강남구 압구정로 165 (압구정동,현대백화점지하1층)",20040826,운영중,,,,,24.46,135900,상수도전용,0,2004,N,자율,24.46,0,기타,휴게음식점,백화점,0,62305200,202425.36340700000  ,447541.58378500000  ,영업
575,유미튀김,서울특별시 강남구 삼성동 159-7번지 현대백화점지하1층 ,"서울특별시 강남구 테헤란로 517 (삼성동,현대백화점지하1층)",20041013,운영중,,,,,13.22,135090,상수도전용,0,2004,N,우수,13.22,0,기타,휴게음식점,백화점,0,,205284.14694200000  ,445461.97226000000  ,영업
576,다정,서울특별시 강남구 삼성동 159-7번지 현대백화점지하1층 ,"서울특별시 강남구 테헤란로 517 (삼성동,현대백화점지하1층)",20041115,운영중,,,,,14.87,135090,상수도전용,0,2004,N,자율,14.87,0,기타,휴게음식점,백화점,0,0234676049,205284.14694200000  ,445461.97226000000  ,영업
577,후르츠밸리,서울특별시 강남구 압구정동 494-0번지 갤러리아백화점식품부지하1층 ,"서울특별시 강남구 압구정로 343 (압구정동,갤러리아백화점식품부지하1층)",20041208,운영중,,,,,6.61,135902,상수도전용,0,2004,N,자율,6.61,0,기타,휴게음식점,백화점,0,,203540.83196500000  ,447666.62184300000  ,영업
578,에이비피코리아주식회사,서울특별시 강남구 삼성동 159-7번지 지하1층 ,"서울특별시 강남구 테헤란로 517 (삼성동,지하1층)",20041230,운영중,,,,,19.10,135090,상수도전용,0,2004,N,자율,19.1,0,기타,휴게음식점,백화점,0,02 7300092,205284.14694200000  ,445461.97226000000  ,영업
579,리틀캘리포니아,서울특별시 강남구 압구정동 494-0번지 갤러리아백화점지하1층(주)한화유통 ,"서울특별시 강남구 압구정로 343 (압구정동,갤러리아백화점지하1층(주)한화유통)",20041231,운영중,,,,,8.26,135902,상수도전용,0,2004,N,자율,8.26,0,기타,휴게음식점,백화점,0,02 4107566,203540.83196500000  ,447666.62184300000  ,영업
580,만나랑,서울특별시 강남구 삼성동 159-7번지 지하1층 ,"서울특별시 강남구 테헤란로 517 (삼성동,지하1층)",20050103,운영중,,,,,10.90,135090,상수도전용,0,2005,N,자율,10.9,0,기타,휴게음식점,백화점,0,02 5641263,205284.14694200000  ,445461.97226000000  ,영업
581,하하초밥,서울특별시 강남구 삼성동 159-7번지 지하1층 ,"서울특별시 강남구 테헤란로 517 (삼성동,지하1층)",20050103,운영중,,,,,10.90,135090,상수도전용,0,2005,N,자율,10.9,0,기타,휴게음식점,백화점,0,0234678705,205284.14694200000  ,445461.97226000000  ,영업
582,선우유통,서울특별시 강남구 압구정동 494-0번지 갤러리아백화점지하1층 ,"서울특별시 강남구 압구정로 343 (압구정동,갤러리아백화점지하1층)",20050106,운영중,,,,,9.91,135902,상수도전용,0,2005,N,자율,9.91,0,기타,휴게음식점,백화점,0,34404114,203540.83196500000  ,447666.62184300000  ,영업
583,그린5(무역점),서울특별시 강남구 삼성동 159-7번지 현대백화점지하1층 ,"서울특별시 강남구 테헤란로 517 (삼성동,현대백화점지하1층)",20050121,운영중,,,,,24.98,135090,상수도전용,0,2005,N,자율,24.98,0,기타,휴게음식점,백화점,0,0222026146,205284.14694200000  ,445461.97226000000  ,영업
584,멀티스낵샵,서울특별시 강남구 압구정동 494-0번지 갤러리아백화점지하1층 ,"서울특별시 강남구 압구정로 343 (압구정동,갤러리아백화점지하1층)",20050216,운영중,,,,,16.00,135902,상수도전용,0,2005,N,자율,16,0,기타,휴게음식점,백화점,0,0234494035,203540.83196500000  ,447666.62184300000  ,영업
585,전주비빔밥,서울특별시 강남구 삼성동 159-7번지 현대백화점지하1층식품부 ,"서울특별시 강남구 테헤란로 517 (삼성동,현대백화점지하1층식품부)",20070102,운영중,,,,,30.94,135090,상수도전용,0,2007,N,기타,30.94,3,기타,휴게음식점,백화점,3,,205284.14694200000  ,445461.97226000000  ,영업
586,아모제푸드(주)카페아모제 현대무역점,서울특별시 강남구 삼성동 159-7번지 현대백화점 지하1층 ,"서울특별시 강남구 테헤란로 517 (삼성동,현대백화점 지하1층)",20070110,운영중,,,,,4.33,135090,상수도전용,0,2007,N,,4.33,0,,휴게음식점,백화점,0,,205284.14694200000  ,445461.97226000000  ,영업
587,서경엔터프라이즈,서울특별시 강남구 압구정동 429-0번지 현대백화점 지하1층 ,"서울특별시 강남구 압구정로 165 (압구정동,현대백화점 지하1층)",20070511,운영중,,,,,16.52,135900,상수도전용,0,2007,N,자율,16.52,0,기타,휴게음식점,백화점,0,,202425.36340700000  ,447541.58378500000  ,영업
588,그린푸드,서울특별시 강남구 압구정동 429-0번지 현대백화점 지하1층 ,"서울특별시 강남구 압구정로 165 (압구정동,현대백화점 지하1층)",20070514,운영중,,,,,9.90,135900,상수도전용,0,2007,N,자율,9.9,0,기타,휴게음식점,백화점,0,02 8310021,202425.36340700000  ,447541.58378500000  ,영업
589,(주) 기야마,서울특별시 강남구 삼성동 159-7번지 현대백화점 지하1층 ,"서울특별시 강남구 테헤란로 517 (삼성동,현대백화점 지하1층)",20070615,운영중,,,,,4.95,135090,상수도전용,0,2007,N,자율,4.95,0,기타,휴게음식점,백화점,0,,205284.14694200000  ,445461.97226000000  ,영업
590,문상화 회초밥,서울특별시 강남구 도곡동 467-17번지 타워팰리스2차 지하1층 ,"서울특별시 강남구 언주로30길 57 (도곡동,타워팰리스2차 지하1층)",20070724,운영중,,,,,21.15,135270,상수도전용,,2007,N,,21.15,,,휴게음식점,백화점,,0221911231,204864.62222300000  ,443388.14349700000  ,영업
591,빠스,서울특별시 강남구 삼성동 159-7번지 현대백화점 지하1층 ,"서울특별시 강남구 테헤란로 517 (삼성동,현대백화점 지하1층)",20071008,운영중,,,,,3.30,135090,상수도전용,,2007,N,,3.3,,,휴게음식점,백화점,,0316575717,205284.14694200000  ,445461.97226000000  ,영업
592,현대백화점(삼성무역점),서울특별시 강남구 삼성동 159-7번지 현대백화점지하1층 ,"서울특별시 강남구 테헤란로 517 (삼성동,현대백화점지하1층)",20080313,운영중,,,,,10.00,135090,상수도전용,,2008,N,,10,,,휴게음식점,백화점,,02  756 5980,205284.14694200000  ,445461.97226000000  ,영업
593,금왕과비,서울특별시 강남구 대치동 937-0번지 롯데백화점 지하1층 ,"서울특별시 강남구 도곡로 401 (대치동,롯데백화점 지하1층)",20080701,운영중,,,,,6.60,135998,상수도전용,,2008,N,,6.6,,,휴게음식점,백화점,,,204783.36435600000  ,444196.72754400000  ,영업
594,카르파쵸,서울특별시 강남구 대치동 937-0번지 롯데백화점 강남점 지하1층 ,"서울특별시 강남구 도곡로 401 (대치동,롯데백화점 강남점 지하1층)",20081027,운영중,,,,,13.20,135998,상수도전용,,2008,N,,13.2,,,휴게음식점,백화점,,4016146,204783.36435600000  ,444196.72754400000  ,영업
595,루이키친,서울특별시 강남구 압구정동 429-0번지 현대백화점 지하1층 ,"서울특별시 강남구 압구정로 165 (압구정동,현대백화점 지하1층)",20081027,운영중,,,,,14.87,135900,상수도전용,,2008,N,,14.87,,,휴게음식점,백화점,,,202425.36340700000  ,447541.58378500000  ,영업
596,엔제리너스 롯데강남 식당가,서울특별시 강남구 대치동 937-0번지 롯데백화점 지하1층 ,"서울특별시 강남구 도곡로 401 (대치동,롯데백화점 지하1층)",20081027,운영중,,,,,121.00,135998,상수도전용,,2008,N,,134.2,,,휴게음식점,백화점,,,204783.36435600000  ,444196.72754400000  ,영업
597,아시안익스프레스,서울특별시 강남구 압구정동 429-0번지 현대백화점 지하1층 ,"서울특별시 강남구 압구정로 165 (압구정동,현대백화점 지하1층)",20081030,운영중,,,,,17.19,135900,상수도전용,,2008,N,,17.19,,,휴게음식점,백화점,,02  539 1871,202425.36340700000  ,447541.58378500000  ,영업
598,시부야,서울특별시 강남구 삼성동 159-7번지 현대백화점 지하1층 ,"서울특별시 강남구 테헤란로 517 (삼성동,현대백화점 지하1층)",20081120,운영중,,,,,6.00,135090,상수도전용,,2008,N,,6,,,휴게음식점,백화점,,,205284.14694200000  ,445461.97226000000  ,영업
599,움트,서울특별시 강남구 압구정동 429-0번지 현대백화점지하1층 ,"서울특별시 강남구 압구정로 165 (압구정동,현대백화점지하1층)",20081127,운영중,,,,,4.60,135900,상수도전용,,2008,N,,4.6,,,휴게음식점,백화점,,02   4256855,202425.36340700000  ,447541.58378500000  ,영업
600,(주)오뎅도락,서울특별시 강남구 삼성동 159-7번지 현대백화점 식품관 지하1층 ,"서울특별시 강남구 테헤란로 517 (삼성동,현대백화점 식품관 지하1층)",20081201,운영중,,,,,6.60,135090,,,2008,N,,6.6,,,휴게음식점,백화점,,02  522 9619,205284.14694200000  ,445461.97226000000  ,영업
601,세영아이테크,서울특별시 강남구 압구정동 515-0번지 지하1층 ,"서울특별시 강남구 압구정로 407 (압구정동,지하1층)",20090226,운영중,,,,,6.00,135906,상수도전용,,2009,N,,6,,,휴게음식점,백화점,,,203697.63212100000  ,447603.49862400000  ,영업
602,(주)코아인코포레이티드,서울특별시 강남구 도곡동 467-17번지 타워팰리스 지하1층 ,"서울특별시 강남구 언주로30길 57 (도곡동,타워팰리스 지하1층)",20090622,운영중,,,,,5.00,135856,상수도전용,,2009,N,,5,,,휴게음식점,백화점,,21911202,204864.62222300000  ,443388.14349700000  ,영업
603,술탄(황제),서울특별시 강남구 삼성동 159-7번지 현대백화점 지하1층 ,"서울특별시 강남구 테헤란로 517 (삼성동,현대백화점 지하1층)",20090727,운영중,,,,,15.00,135090,상수도전용,,2009,N,,15,,,휴게음식점,백화점,,5525876,205284.14694200000  ,445461.97226000000  ,영업
604,아띠오레,서울특별시 강남구 압구정동 456-0번지 지하1층 ,"서울특별시 강남구 압구정로 201 (압구정동,지하1층)",20090805,운영중,,,,,6.60,135510,상수도전용,,2009,N,,6.6,,,휴게음식점,백화점,,4640607,202912.03536000000  ,448009.25414300000  ,영업
605,버거프로젝트,서울특별시 강남구 삼성동 159-7번지 현대백화점 지하1층 ,"서울특별시 강남구 테헤란로 517 (삼성동,현대백화점 지하1층)",20090922,운영중,,,,,20.80,135090,상수도전용,,2009,N,,20.8,,,휴게음식점,백화점,,02  553 2212,205284.14694200000  ,445461.97226000000  ,영업
606,토브농산(주),서울특별시 강남구 도곡동 467-17번지 타워팰리스지하1층 ,"서울특별시 강남구 언주로30길 57 (도곡동,타워팰리스지하1층)",20091202,운영중,,,,,6.60,135856,상수도전용,,2009,N,,6.6,,,휴게음식점,백화점,,02  21911211,204864.62222300000  ,443388.14349700000  ,영업
607,(주)동양식품,서울특별시 강남구 대치동 937번지 롯데백화점지하1층 ,"서울특별시 강남구 도곡로 401 (대치동,롯데백화점지하1층)",20100105,운영중,,,,,9.00,135998,상수도전용,,2010,N,,9,,,휴게음식점,백화점,,,204783.36435600000  ,444196.72754400000  ,영업
608,(주)수지스,서울특별시 강남구 압구정동 429-0번지 현대백화점본점 지하1층 ,"서울특별시 강남구 압구정로 165 (압구정동,현대백화점본점 지하1층)",20100316,운영중,,,,,13.20,135724,상수도전용,,2010,N,,13.2,,,휴게음식점,백화점,,02  797 3702,202425.36340700000  ,447541.58378500000  ,영업
